trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time
182,42,2,limbic_eye,0,LEFT,eye,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,1686.0,1686.0,1690.8
183,43,2,limbic_eye,1,LEFT,eye,3,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,1694.0,1695.0,1700.3
184,44,2,limbic_eye,0,NEU,eye,0,0,1.0,4.8,1.5,1.5,0,0.35,0.85,10.0,1704.0,1705.0,1711.3
185,45,2,limbic_eye,1,RIGHT,eye,5,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,1714.0,1714.0,1718.8
186,46,2,limbic_eye,1,NEU,eye,1,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,1722.0,1722.0,1727.8
187,47,2,limbic_eye,1,LEFT,eye,3,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,1730.0,1731.0,1736.3
188,48,2,limbic_eye,0,NEU,eye,0,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,1740.0,1741.0,1746.8
189,49,2,limbic_eye,1,LEFT,eye,3,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,1750.0,1751.5,1756.8
190,50,2,limbic_eye,1,NEU,eye,1,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,1760.0,1760.0,1764.8
191,51,2,limbic_eye,0,RIGHT,eye,4,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,1768.0,1769.0,1773.8
192,52,2,limbic_eye,0,LEFT,eye,2,0,0.5,4.8,1.0,1.5,0,0.35,1.85,10.0,1776.0,1776.5,1782.3
193,53,2,limbic_eye,1,RIGHT,eye,5,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,1786.0,1787.0,1792.8
