trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time,trial_start_time_block,cue_onset_time_block,stimulus_onset_time_block
330,70,3,cognitive_hand,1,ACC,hand,3,0,1.0,4.8,1.5,1.5,0,0.35,0.85,10.0,3026.0,3027.0,3033.3,646.0,647.0,653.3
331,71,3,cognitive_hand,1,SPD,hand,1,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,3036.0,3037.5,3042.8,656.0,657.5,662.8
332,72,3,cognitive_hand,1,ACC,hand,3,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,3046.0,3046.0,3051.8,666.0,666.0,671.8
333,73,3,cognitive_hand,0,SPD,hand,0,0,0.5,4.8,1.0,1.5,0,0.35,1.85,10.0,3054.0,3054.5,3060.3,674.0,674.5,680.3
334,74,3,cognitive_hand,1,ACC,hand,3,0,0.5,4.8,1.0,1.5,0,0.35,1.85,10.0,3064.0,3064.5,3070.3,684.0,684.5,690.3
335,75,3,cognitive_hand,1,ACC,hand,3,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,3074.0,3074.0,3078.8,694.0,694.0,698.8
336,76,3,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,3082.0,3082.0,3086.8,702.0,702.0,706.8
337,77,3,cognitive_hand,0,ACC,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,3090.0,3090.0,3094.8,710.0,710.0,714.8
338,78,3,cognitive_hand,0,ACC,hand,2,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,3098.0,3099.0,3104.3,718.0,719.0,724.3
339,79,3,cognitive_hand,1,ACC,hand,3,0,1.0,4.8,1.5,1.5,0,0.35,0.85,10.0,3108.0,3109.0,3115.3,728.0,729.0,735.3
340,80,3,cognitive_hand,1,ACC,hand,3,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,3118.0,3118.0,3124.3,738.0,738.0,744.3
341,81,3,cognitive_hand,1,SPD,hand,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,3128.0,3128.5,3133.3,748.0,748.5,753.3
342,82,3,cognitive_hand,1,SPD,hand,1,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,3136.0,3137.5,3142.8,756.0,757.5,762.8
343,83,3,cognitive_hand,0,ACC,hand,2,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,3146.0,3146.5,3151.3,766.0,766.5,771.3
344,84,3,cognitive_hand,0,SPD,hand,0,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,3154.0,3154.5,3159.8,774.0,774.5,779.8
345,85,3,cognitive_hand,1,SPD,hand,1,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,3162.0,3163.5,3169.8,782.0,783.5,789.8
346,86,3,cognitive_hand,1,SPD,hand,1,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,3172.0,3172.0,3177.8,792.0,792.0,797.8
347,87,3,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,3180.0,3180.0,3186.3,800.0,800.0,806.3
348,88,3,cognitive_hand,1,ACC,hand,3,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,3190.0,3190.5,3196.8,810.0,810.5,816.8
349,89,3,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,3200.0,3200.0,3205.3,820.0,820.0,825.3
350,90,3,cognitive_hand,0,ACC,hand,2,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,3208.0,3208.5,3214.8,828.0,828.5,834.8
351,91,3,cognitive_hand,0,ACC,hand,2,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,3218.0,3218.5,3223.8,838.0,838.5,843.8
352,92,3,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,3226.0,3226.0,3231.3,846.0,846.0,851.3
353,93,3,cognitive_hand,1,SPD,hand,1,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,3234.0,3234.0,3238.8,854.0,854.0,858.8
354,94,3,cognitive_hand,1,ACC,hand,3,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,3242.0,3243.5,3249.8,862.0,863.5,869.8
355,95,3,cognitive_hand,1,ACC,hand,3,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,3252.0,3253.5,3259.8,872.0,873.5,879.8
356,96,3,cognitive_hand,0,SPD,hand,0,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,3262.0,3263.0,3268.8,882.0,883.0,888.8
357,97,3,cognitive_hand,1,SPD,hand,1,0,1.0,4.8,1.5,1.5,0,0.35,0.85,10.0,3272.0,3273.0,3279.3,892.0,893.0,899.3
358,98,3,cognitive_hand,0,SPD,hand,0,0,1.5,4.8,1.0,1.5,0,0.35,0.85,10.0,3282.0,3283.5,3289.3,902.0,903.5,909.3
359,99,3,cognitive_hand,1,ACC,hand,3,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,3292.0,3293.0,3298.3,912.0,913.0,918.3
360,100,3,cognitive_hand,1,ACC,hand,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,3302.0,3303.5,3308.3,922.0,923.5,928.3
361,101,3,cognitive_hand,1,SPD,hand,1,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,3312.0,3313.0,3317.8,932.0,933.0,937.8
362,102,3,cognitive_hand,1,ACC,hand,3,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,3320.0,3321.0,3325.8,940.0,941.0,945.8
363,103,3,cognitive_hand,0,ACC,hand,2,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,3328.0,3329.5,3335.8,948.0,949.5,955.8
364,104,3,cognitive_hand,0,ACC,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,3338.0,3338.0,3342.8,958.0,958.0,962.8
365,105,3,cognitive_hand,1,SPD,hand,1,0,1.0,4.8,1.5,1.5,0,0.35,0.85,10.0,3346.0,3347.0,3353.3,966.0,967.0,973.3
366,106,3,cognitive_hand,0,SPD,hand,0,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,3356.0,3357.5,3362.8,976.0,977.5,982.8
367,107,3,cognitive_hand,0,SPD,hand,0,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,3366.0,3367.5,3373.8,986.0,987.5,993.8
368,108,3,cognitive_hand,1,ACC,hand,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,3376.0,3377.5,3382.3,996.0,997.5,1002.3
369,109,3,cognitive_hand,0,ACC,hand,2,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,3386.0,3387.5,3392.8,1006.0,1007.5,1012.8
370,110,3,cognitive_hand,1,ACC,hand,3,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,3396.0,3396.0,3401.8,1016.0,1016.0,1021.8
371,111,3,cognitive_hand,1,SPD,hand,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,3404.0,3404.5,3409.3,1024.0,1024.5,1029.3
372,112,3,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,3412.0,3412.0,3417.3,1032.0,1032.0,1037.3
373,113,3,cognitive_hand,1,SPD,hand,1,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,3420.0,3420.0,3424.8,1040.0,1040.0,1044.8
374,114,3,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,3428.0,3428.0,3433.3,1048.0,1048.0,1053.3
375,115,3,cognitive_hand,0,ACC,hand,2,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,3436.0,3436.0,3442.3,1056.0,1056.0,1062.3
376,116,3,cognitive_hand,1,ACC,hand,3,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,3446.0,3447.0,3452.3,1066.0,1067.0,1072.3
377,117,3,cognitive_hand,1,SPD,hand,1,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,3456.0,3456.0,3462.3,1076.0,1076.0,1082.3
378,118,3,cognitive_hand,1,ACC,hand,3,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,3466.0,3467.0,3472.3,1086.0,1087.0,1092.3
379,119,3,cognitive_hand,0,ACC,hand,2,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,3476.0,3476.0,3482.3,1096.0,1096.0,1102.3
