trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time,trial_start_time_block,cue_onset_time_block,stimulus_onset_time_block
116,96,1,cognitive_eye,0,SPD,eye,0,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,1040.0,1040.5,1045.8,880.0,880.5,885.8
117,97,1,cognitive_eye,0,SPD,eye,0,0,1.5,4.8,1.0,1.5,0,0.35,0.85,10.0,1048.0,1049.5,1055.3,888.0,889.5,895.3
118,98,1,cognitive_eye,0,ACC,eye,2,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,1058.0,1059.0,1064.8,898.0,899.0,904.8
119,99,1,cognitive_eye,1,SPD,eye,1,0,0.0,4.8,1.5,1.5,0,0.35,1.85,10.0,1068.0,1068.0,1074.3,908.0,908.0,914.3
120,100,1,cognitive_eye,1,SPD,eye,1,0,0.5,4.8,1.0,1.5,0,0.35,1.85,10.0,1078.0,1078.5,1084.3,918.0,918.5,924.3
121,101,1,cognitive_eye,1,SPD,eye,1,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,1088.0,1089.5,1095.8,928.0,929.5,935.8
122,102,1,cognitive_eye,0,SPD,eye,0,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,1098.0,1099.5,1104.8,938.0,939.5,944.8
123,103,1,cognitive_eye,1,ACC,eye,3,0,1.0,4.8,1.5,1.5,0,0.35,0.85,10.0,1108.0,1109.0,1115.3,948.0,949.0,955.3
124,104,1,cognitive_eye,0,SPD,eye,0,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,1118.0,1119.0,1123.8,958.0,959.0,963.8
125,105,1,cognitive_eye,1,ACC,eye,3,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,1126.0,1127.5,1133.8,966.0,967.5,973.8
126,106,1,cognitive_eye,1,SPD,eye,1,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,1136.0,1136.0,1141.3,976.0,976.0,981.3
127,107,1,cognitive_eye,1,SPD,eye,1,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,1144.0,1145.5,1150.8,984.0,985.5,990.8
128,108,1,cognitive_eye,1,ACC,eye,3,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,1154.0,1154.5,1159.8,994.0,994.5,999.8
129,109,1,cognitive_eye,0,SPD,eye,0,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,1162.0,1163.5,1168.8,1002.0,1003.5,1008.8
130,110,1,cognitive_eye,1,ACC,eye,3,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,1172.0,1172.0,1177.3,1012.0,1012.0,1017.3
131,111,1,cognitive_eye,1,ACC,eye,3,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,1180.0,1180.5,1185.8,1020.0,1020.5,1025.8
132,112,1,cognitive_eye,1,SPD,eye,1,0,1.5,4.8,1.0,1.5,0,0.35,0.85,10.0,1188.0,1189.5,1195.3,1028.0,1029.5,1035.3
133,113,1,cognitive_eye,0,ACC,eye,2,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,1198.0,1199.0,1203.8,1038.0,1039.0,1043.8
134,114,1,cognitive_eye,1,ACC,eye,3,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,1206.0,1207.5,1213.8,1046.0,1047.5,1053.8
135,115,1,cognitive_eye,1,ACC,eye,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,1216.0,1217.5,1222.3,1056.0,1057.5,1062.3
136,116,1,cognitive_eye,0,SPD,eye,0,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,1226.0,1227.0,1232.8,1066.0,1067.0,1072.8
137,117,1,cognitive_eye,1,ACC,eye,3,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,1236.0,1236.0,1240.8,1076.0,1076.0,1080.8
138,118,1,cognitive_eye,1,ACC,eye,3,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,1244.0,1244.5,1249.3,1084.0,1084.5,1089.3
139,119,1,cognitive_eye,0,SPD,eye,0,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,1252.0,1253.0,1258.3,1092.0,1093.0,1098.3
140,0,2,cognitive_hand,1,SPD,hand,1,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,1262.0,1262.5,1267.8,0.0,0.5,5.8
141,1,2,cognitive_hand,1,SPD,hand,1,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,1270.0,1271.5,1276.3,8.0,9.5,14.3
142,2,2,cognitive_hand,1,SPD,hand,1,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,1280.0,1281.0,1286.8,18.0,19.0,24.8
143,3,2,cognitive_hand,0,ACC,hand,2,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,1290.0,1290.0,1295.8,28.0,28.0,33.8
144,4,2,cognitive_hand,1,ACC,hand,3,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,1298.0,1299.5,1305.8,36.0,37.5,43.8
145,5,2,cognitive_hand,1,ACC,hand,3,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,1308.0,1308.0,1313.3,46.0,46.0,51.3
